GPA,Credits_Completed,Exam_Scores,Attendance_Percentage,Coding_Skills,Communication_Skills,Leadership_Skills,Clubs_Joined,Events_Participated,Internship_Completed,Internship_Duration_Months,Library_Visits_Per_Week,Online_Course_Hours_Per_Week,Employment_Competitiveness
3.16,136,70,58.38,8,2,4,2,0,0,2,1,15,High
3.27,49,58,91.89,6,7,5,2,2,0,10,9,16,Low
3.6,45,97,98.04,9,7,6,4,6,1,0,12,15,High
2.79,58,87,52.04,3,8,5,4,2,0,4,3,15,Low
3.83,149,71,53.9,2,8,1,1,0,1,11,4,7,Low
3.07,132,92,94.24,2,5,1,0,6,0,1,0,5,Medium
2.32,153,72,90.78,6,1,3,3,7,0,5,10,17,High
3.39,65,98,80.9,7,4,9,3,4,0,4,2,13,High
3.59,69,53,97.25,6,4,2,2,5,0,10,10,15,Low
2.63,125,78,82.32,3,3,5,3,2,1,1,7,7,High
3.71,91,64,60.8,5,8,9,3,4,1,7,5,17,High
3.81,93,50,86.43,8,3,7,1,2,1,4,2,13,Low
2.55,36,79,82.29,6,5,8,0,1,0,1,13,16,Low
3.97,89,78,99.29,2,2,2,4,6,1,0,11,7,Medium
2.28,25,69,60.69,7,6,5,1,9,0,1,6,15,High
2.4,45,82,79.89,8,6,9,4,6,1,0,10,9,Low
2.37,159,90,89.01,4,8,1,1,7,0,9,5,9,Low
3.79,118,93,66.95,1,8,1,1,0,1,9,4,17,Medium
3.31,41,85,68.98,2,1,8,3,1,1,2,7,17,High
2.3,70,71,94.4,4,5,2,4,1,0,2,7,8,Low
2.88,123,62,70.21,7,2,9,1,2,1,11,2,0,High
3.23,108,56,81.24,2,5,9,3,6,0,9,7,15,Medium
2.17,157,57,94.46,6,9,4,2,6,0,0,9,9,High
3.76,28,77,60.49,2,4,2,4,6,0,6,8,14,High
3.61,98,94,99.09,7,8,3,1,0,1,9,12,4,High
3.01,71,92,85.1,2,1,1,2,1,1,6,11,16,Medium
3.93,149,58,74.81,3,8,3,3,7,1,8,12,8,High
2.84,32,74,71.55,9,6,5,1,8,1,4,9,5,High
3.97,70,65,97.72,4,8,3,3,9,1,3,2,1,Low
3.34,53,59,60.29,5,6,3,3,6,0,4,10,12,Medium
3.27,54,60,65.58,9,3,6,3,0,1,7,7,17,High
2.33,150,80,65.39,7,8,3,4,3,1,7,7,19,High
3.76,139,61,64.45,8,5,3,2,9,1,11,11,3,Medium
2.85,89,80,73.43,3,5,9,2,7,0,3,6,9,Medium
2.32,86,63,99.46,4,7,2,0,4,0,11,7,10,Medium
2.03,122,93,94.44,7,6,1,1,0,0,7,0,12,High
3.12,92,81,66.4,4,9,8,3,6,0,3,2,16,Medium
3.05,135,99,71.14,2,7,3,1,5,1,3,5,10,High
3.44,152,66,83.47,6,3,7,2,8,0,10,11,3,Medium
3.78,86,84,50.86,9,5,2,2,3,1,7,14,13,Low
2.16,158,50,91.01,2,9,8,3,3,1,1,6,2,Low
3.46,140,78,93.99,1,2,9,4,7,1,3,6,11,High
2.37,113,53,92.86,8,1,8,3,3,0,0,10,3,High
3.72,148,72,68.75,1,8,8,3,2,1,0,5,15,Low
3.64,110,77,73.1,1,8,8,0,6,0,10,14,6,Low
3.08,111,65,50.62,3,2,7,4,4,0,7,12,19,Low
3.42,82,61,69.97,5,8,2,1,8,0,3,11,18,Medium
2.63,48,70,73.02,9,5,8,4,4,0,5,11,17,High
2.94,31,94,95.35,2,2,5,3,8,0,4,11,8,High
3.64,96,66,94.7,1,7,6,3,5,0,9,10,10,Low
2.92,60,89,98.3,1,7,4,3,5,0,5,3,18,High
2.72,149,62,94.26,8,3,1,3,5,1,3,4,16,High
2.99,56,81,50.41,2,1,5,3,6,0,3,8,17,Medium
3.66,43,86,82.07,9,4,3,4,3,1,6,0,5,Medium
2.67,118,99,53.41,9,2,9,3,3,0,0,1,2,Low
2.35,119,64,63.63,2,4,4,2,8,1,8,4,13,Medium
3.42,158,61,78.92,3,8,2,2,6,1,9,4,8,High
3.65,77,98,85.03,2,2,4,0,9,1,2,11,2,High
2.2,48,64,82.73,6,1,3,1,5,1,3,6,1,High
2.48,79,83,52.45,7,3,3,2,0,0,8,7,18,Medium
2.28,114,55,55.18,6,7,5,0,6,1,4,9,5,Low
2.7,61,66,56.43,3,6,1,4,5,0,11,5,2,High
2.9,62,97,54.57,3,6,5,1,3,0,3,5,8,High
3.5,93,98,58.91,2,7,8,3,7,0,11,4,17,Medium
3.3,83,69,84.42,2,8,9,3,6,1,5,4,6,Medium
3.24,21,58,91.54,5,3,1,4,7,0,0,12,1,Low
2.7,85,54,70.44,8,3,2,1,8,1,9,10,0,Low
3.68,50,72,84.64,6,8,2,2,0,0,0,7,4,Medium
2.94,134,82,60.0,9,7,6,1,2,1,4,4,2,Medium
3.96,45,87,98.66,5,5,1,0,1,0,4,5,6,Medium
3.27,48,63,67.5,4,4,1,4,2,1,10,2,5,Low
2.25,97,66,92.29,9,6,2,2,1,1,8,14,0,Low
3.35,44,68,97.27,5,9,4,1,5,0,0,13,18,High
2.65,67,82,93.24,1,6,2,1,8,0,2,4,19,Medium
3.37,84,50,53.35,5,8,4,2,1,1,2,14,13,Low
2.14,86,62,82.52,5,1,3,0,3,1,3,13,9,Medium
2.35,109,95,56.0,5,6,3,0,4,1,11,8,1,Low
3.71,156,76,50.28,2,2,9,1,4,1,6,14,10,Low
2.45,57,55,52.59,6,3,8,3,0,1,6,2,15,High
3.67,106,55,95.81,5,6,9,2,5,1,9,7,16,Medium
2.56,84,82,95.42,2,2,1,0,4,0,4,14,4,Low
3.29,46,79,61.29,8,4,5,0,5,0,8,10,17,High
3.39,125,95,77.35,6,6,4,0,3,1,6,6,15,Medium
3.03,142,84,97.75,3,5,9,4,5,0,1,3,9,Low
2.61,63,72,74.84,9,6,3,3,8,1,11,4,5,High
2.43,119,59,69.68,4,6,5,0,0,0,2,7,7,Medium
2.07,47,68,74.16,3,8,8,3,5,1,10,9,5,Low
2.61,36,77,89.51,7,9,5,1,0,1,6,6,3,Medium
3.31,146,72,73.86,8,5,9,1,6,0,4,9,4,High
3.88,142,53,89.16,7,6,2,4,3,0,6,9,5,Low
3.74,150,69,71.58,1,6,6,3,5,0,8,1,14,High
3.53,95,68,62.6,1,6,5,2,6,1,8,7,5,High
3.58,65,91,66.32,5,2,9,4,4,0,2,7,18,Low
3.33,88,76,53.89,8,4,7,0,8,1,7,8,19,Low
2.52,156,83,74.87,3,1,8,1,7,0,5,1,7,High
3.81,104,53,57.41,8,1,7,1,2,0,3,13,12,Low
3.34,30,87,90.58,3,1,5,2,0,0,3,3,3,High
3.12,88,56,71.03,4,7,5,4,9,1,3,1,16,High
2.22,118,97,88.25,7,1,4,3,7,1,6,3,13,Medium
2.89,110,56,97.72,3,6,2,1,3,0,5,2,17,Low
2.92,113,99,92.47,4,2,9,0,6,1,1,6,14,Medium
3.73,134,75,97.57,8,6,3,2,3,1,4,13,18,Low
3.09,50,75,78.4,4,6,3,2,6,0,4,4,10,High
2.76,30,68,58.27,9,3,3,2,0,0,5,14,6,Low
3.95,106,58,96.77,4,8,8,0,0,0,6,6,0,High
2.22,140,69,93.43,4,4,6,2,1,0,11,1,2,Medium
2.85,149,91,93.22,5,7,1,3,4,1,10,3,18,Low
2.08,124,94,84.66,1,4,3,3,9,0,7,5,0,Medium
3.48,46,99,81.25,7,1,4,4,5,1,11,11,3,Low
3.84,21,65,50.74,9,6,2,4,1,0,9,4,10,Low
2.56,122,66,87.4,9,5,6,3,0,0,7,10,6,Low
3.72,120,71,54.58,1,9,1,0,8,0,10,1,6,Medium
2.58,40,62,62.99,6,9,1,4,6,0,4,11,13,Low
3.82,77,61,77.57,3,8,8,2,7,0,1,6,14,Low
3.51,152,59,72.59,4,7,4,3,5,0,9,1,4,High
3.61,104,50,50.79,8,2,1,1,8,1,7,13,13,High
2.04,112,81,91.2,4,8,7,0,7,1,5,8,12,High
3.93,39,79,93.94,8,3,9,0,3,1,2,6,19,Medium
3.45,80,57,84.09,4,6,7,3,4,1,3,11,17,Medium
2.61,57,70,77.05,9,7,1,1,1,1,11,2,0,Medium
3.66,44,71,98.04,6,6,1,0,0,1,0,5,12,High
2.56,149,67,56.0,1,5,1,4,5,1,2,4,19,Low
3.75,140,51,86.9,2,4,8,1,2,0,3,11,6,High
2.23,45,97,56.42,7,2,7,2,3,1,1,8,5,High
3.41,86,93,69.09,7,9,3,4,0,0,11,12,8,Low
3.08,20,58,79.27,3,7,3,1,5,1,5,2,9,High
2.19,70,52,86.85,1,7,3,3,7,1,7,1,2,Low
2.48,24,75,50.19,8,4,2,0,9,0,11,1,6,Medium
2.02,32,70,63.03,7,5,4,4,3,0,5,3,10,Medium
2.94,159,79,76.91,8,6,7,3,9,0,9,12,11,Low
2.6,67,77,76.64,1,2,9,1,7,0,2,0,11,Medium
3.2,76,85,81.88,3,4,3,2,9,0,8,8,12,Low
2.59,134,75,65.19,2,4,7,0,2,1,3,2,7,High
2.6,54,83,77.03,1,4,4,0,6,0,5,13,3,High
3.49,95,57,59.49,5,7,1,4,2,0,3,12,19,Low
2.1,113,59,59.34,3,7,5,3,5,0,3,4,0,Low
3.81,24,97,78.83,8,7,8,1,3,1,10,1,5,Medium
3.7,41,92,84.27,6,7,3,1,5,0,1,7,1,High
3.34,122,99,56.02,9,2,4,3,6,0,9,14,13,Medium
3.19,150,63,56.14,9,5,3,0,7,0,1,10,17,Medium
3.78,143,89,78.27,6,2,8,3,5,1,1,10,9,Low
2.37,72,64,63.5,2,5,8,1,3,0,1,13,0,Low
2.16,88,66,69.62,9,6,4,3,8,1,7,2,2,High
2.48,123,67,70.04,2,3,2,0,6,1,9,4,19,Medium
3.59,35,81,58.93,3,6,3,4,8,0,3,6,3,Low
2.07,135,87,50.07,6,5,3,0,2,1,3,1,17,Low
3.17,95,72,92.66,2,4,4,2,4,1,9,2,7,High
3.99,128,95,85.75,5,9,2,2,0,1,9,7,8,Medium
3.71,58,72,84.53,2,8,2,3,7,1,10,9,18,Medium
3.04,108,84,77.33,4,7,3,0,0,1,2,13,1,Medium
2.13,131,88,85.05,3,1,1,0,0,1,4,7,8,Low
3.66,66,64,96.78,5,9,8,1,6,0,3,2,2,High
3.2,156,73,83.28,6,9,6,4,7,1,6,12,1,High
2.23,147,77,63.25,7,6,3,0,2,1,9,9,6,Low
2.19,96,65,78.53,8,7,1,3,1,0,6,11,16,Low
3.82,34,65,72.12,9,3,3,1,6,1,5,6,16,High
3.34,55,89,77.82,4,5,1,1,9,0,6,13,8,Medium
3.66,82,88,75.88,4,7,3,3,4,0,11,10,0,Medium
3.76,88,55,92.94,7,1,4,3,0,1,6,12,0,High
3.14,93,51,82.59,9,1,6,0,1,1,7,1,7,High
3.03,43,62,59.44,2,5,7,0,2,1,10,8,16,Medium
2.86,68,93,53.15,6,9,7,1,5,0,0,12,7,Low
2.63,26,96,71.22,8,7,9,1,0,1,2,12,18,High
2.87,23,58,50.78,5,1,8,4,7,0,11,7,3,High
3.55,109,83,65.91,5,5,4,1,1,1,2,8,17,Medium
3.2,79,66,68.4,8,8,6,3,4,1,4,8,12,High
3.79,74,76,68.78,1,8,1,3,7,1,9,6,6,High
2.89,35,78,98.97,6,2,8,4,4,0,6,3,2,Low
3.21,48,86,65.2,9,7,6,2,7,0,9,11,13,Medium
3.26,33,92,63.26,6,5,2,2,5,1,5,11,8,Low
3.18,98,71,56.47,7,9,8,3,6,0,3,4,2,High
3.41,52,73,75.55,4,3,4,2,7,1,5,6,6,Low
2.47,40,56,57.68,1,1,9,2,2,0,6,12,14,Low
3.02,42,83,80.81,9,4,4,4,4,0,3,4,3,Low
2.21,76,97,57.76,6,7,1,1,9,1,10,11,4,High
2.77,112,61,78.83,3,1,7,1,6,1,7,9,8,Low
2.98,39,72,91.31,4,2,5,2,8,0,4,14,2,Low
3.3,38,64,52.13,6,5,5,0,5,0,2,7,15,Medium
3.9,122,82,70.99,6,9,4,4,9,0,1,4,15,Low
3.2,96,62,73.05,9,1,6,2,0,1,0,4,18,Medium
3.49,52,72,89.55,4,4,1,0,7,1,3,4,8,Medium
3.01,37,87,73.4,5,3,3,0,5,0,1,3,19,Low
3.27,92,81,78.38,5,5,7,4,0,1,11,10,0,Low
2.14,36,94,89.56,3,5,8,1,3,0,2,11,16,Medium
2.51,38,99,77.99,2,2,9,3,5,1,0,10,11,Medium
2.72,89,84,67.91,8,5,1,0,9,1,5,11,8,High
2.94,139,50,54.29,9,9,4,3,0,0,3,6,4,Low
2.09,120,96,86.5,9,5,2,3,9,1,4,1,14,High
2.28,53,94,93.56,5,2,2,4,4,0,7,9,12,High
2.55,103,54,98.5,9,7,1,1,2,1,10,12,18,High
3.94,93,62,96.33,4,6,5,4,6,0,3,3,2,High
2.66,107,54,89.87,2,7,2,0,7,1,5,10,1,High
2.96,104,81,82.17,3,8,4,1,2,1,2,2,12,High
2.39,30,70,89.07,1,5,9,2,9,1,7,9,6,Medium
3.22,110,73,71.6,5,2,3,1,2,0,2,12,8,Low
2.56,146,67,79.74,1,7,8,4,2,0,6,7,9,Medium
2.41,132,70,67.43,1,7,6,4,5,1,6,6,0,Low
3.03,99,59,66.34,7,8,5,3,5,1,2,2,15,High
2.01,26,73,87.83,2,7,2,2,2,0,2,3,10,Medium
2.02,35,89,72.7,8,7,3,1,5,0,9,12,7,High
2.44,35,96,60.61,6,9,8,2,8,1,9,13,12,High
2.07,31,70,60.1,4,8,9,3,7,1,11,3,15,High
2.22,54,74,92.96,9,2,7,2,6,0,10,11,2,Medium
2.68,40,72,83.89,8,2,1,2,6,0,7,9,12,Low
3.61,36,71,77.3,3,7,6,1,7,0,10,6,16,Low
3.14,51,53,70.05,3,3,7,2,6,1,2,7,5,Low
3.03,60,83,71.54,4,1,6,3,2,1,1,3,9,Medium
2.59,153,55,52.87,9,9,2,0,7,0,4,7,8,Medium
3.86,46,77,72.75,9,3,9,0,7,0,10,0,17,Low
2.79,85,80,89.77,5,1,3,4,0,1,6,12,16,High
2.17,156,84,69.4,9,6,6,0,9,1,7,8,6,Low
3.23,111,88,69.18,6,4,6,1,4,1,0,6,1,Low
2.23,80,91,50.79,8,1,8,4,4,1,11,3,10,Low
2.69,22,72,72.89,8,4,4,0,0,0,1,7,17,High
3.01,122,55,51.27,7,8,6,0,5,1,6,11,2,Low
3.75,74,65,78.52,4,7,1,4,5,1,8,9,13,High
2.99,20,51,75.34,4,1,9,1,3,1,2,1,19,High
3.4,120,73,92.0,6,9,9,4,5,0,7,13,12,Medium
3.99,64,66,79.09,9,6,7,1,5,0,9,7,16,Medium
2.26,45,94,66.17,7,2,1,1,0,0,2,9,10,Medium
2.55,140,50,75.81,5,3,3,3,4,1,3,5,6,Medium
2.79,65,55,84.99,5,7,5,0,1,1,1,6,2,Low
2.84,141,54,54.7,8,3,4,0,6,1,8,6,2,Medium
2.82,50,94,81.05,6,3,5,2,8,1,4,1,1,High
3.82,78,99,95.83,1,5,7,4,8,0,4,13,15,High
3.43,48,78,64.96,1,3,9,3,8,1,3,10,10,Low
3.22,125,61,81.33,9,3,1,0,6,0,4,1,13,High
2.62,36,88,91.07,8,5,5,2,6,1,11,3,2,Medium
3.65,43,96,75.59,6,5,3,3,0,1,0,5,6,Low
3.91,128,52,85.9,1,9,3,1,5,1,9,3,7,Medium
3.64,110,97,65.55,2,1,2,0,4,1,9,5,12,High
2.0,44,50,65.3,3,1,6,4,7,1,11,4,18,High
3.27,51,76,83.38,3,9,6,3,7,1,5,5,10,High
2.1,135,97,85.27,2,5,3,2,3,0,10,8,0,High
2.52,101,73,96.85,2,4,1,4,0,0,3,5,18,High
2.12,129,93,61.24,6,2,7,1,5,0,11,5,12,Medium
3.21,56,68,73.41,7,9,2,4,9,0,3,10,16,Low
3.37,45,57,62.53,4,6,8,2,0,0,11,10,8,High
2.23,156,93,54.0,1,9,3,1,4,1,4,7,18,High
2.77,83,96,70.16,6,5,1,2,4,1,0,14,18,Low
2.91,91,51,68.7,7,4,9,0,2,0,3,4,5,Low
2.74,125,79,63.52,4,7,5,2,4,1,9,4,6,High
2.24,105,79,64.85,6,5,1,4,5,1,2,9,4,Medium
2.84,72,98,68.02,9,8,6,0,4,1,4,12,7,Low
3.5,111,88,99.44,4,8,3,0,0,1,9,10,13,Low
2.14,118,94,89.15,4,2,4,3,6,0,4,0,17,Low
2.16,30,81,53.57,5,5,8,4,2,1,7,5,19,Medium
2.71,50,50,93.62,3,8,5,4,6,0,0,0,2,Medium
3.88,119,87,81.67,2,3,6,1,4,0,2,10,7,Medium
3.34,106,62,94.53,9,7,4,2,2,1,4,7,13,High
3.36,159,60,67.09,1,3,6,2,5,1,10,9,13,Low
2.72,34,59,73.23,5,6,3,4,0,1,2,8,6,High
3.19,120,97,94.81,5,2,1,2,5,0,5,5,5,Medium
2.02,48,75,63.63,8,6,6,4,3,1,9,13,5,Medium
3.27,133,69,95.78,6,6,1,0,3,0,2,8,11,High
3.83,126,66,91.42,6,8,3,2,4,1,5,1,14,Low
3.23,127,66,99.03,6,5,8,2,8,0,7,8,18,Low
3.75,149,53,66.21,4,1,7,4,0,0,3,3,3,Low
3.45,103,54,61.79,1,8,8,4,2,0,7,14,2,Low
2.24,34,72,66.54,3,9,2,1,3,0,6,2,12,Low
3.8,151,95,97.73,6,1,7,2,1,0,10,0,15,Low
2.13,69,59,66.65,5,5,4,3,8,0,10,0,12,High
3.07,42,95,78.26,1,6,1,4,6,0,3,7,9,Low
2.28,78,77,70.18,5,4,3,3,0,1,2,1,12,High
2.02,109,82,69.81,2,2,5,0,8,0,4,0,7,Medium
2.84,134,92,59.67,1,5,8,0,5,1,4,1,11,High
2.59,94,75,76.85,4,4,2,3,1,1,6,2,7,High
2.97,142,99,92.47,6,7,2,0,0,1,10,3,8,Medium
3.15,155,97,52.47,7,6,8,3,5,0,0,12,9,Medium
2.09,158,78,94.46,9,3,9,1,6,0,8,10,6,High
2.25,37,76,83.27,5,9,1,1,9,1,1,8,2,Medium
3.12,69,67,80.84,8,4,2,0,5,0,8,6,4,Medium
2.69,137,89,81.3,8,5,4,3,6,0,8,11,2,Medium
3.46,156,59,64.81,9,3,3,3,5,1,2,4,17,High
3.3,158,91,70.76,3,8,1,3,7,1,6,4,18,High
3.69,127,54,89.96,3,7,4,0,1,1,2,13,9,Low
3.38,86,59,65.32,9,7,2,3,8,1,7,5,8,Medium
2.86,97,99,73.5,7,8,5,4,8,1,7,0,6,Medium
3.35,94,70,50.98,4,7,1,3,8,1,2,5,0,Medium
2.55,58,73,86.68,1,3,8,4,6,1,4,12,9,High
2.61,44,87,70.89,7,3,2,1,8,0,6,12,1,Medium
3.58,40,52,76.27,6,2,3,4,0,0,0,10,5,Low
2.89,157,89,55.73,3,1,3,1,2,0,2,5,5,Medium
3.6,34,80,99.59,5,5,4,0,1,1,0,13,7,Medium
3.64,67,90,65.12,3,4,7,1,0,0,1,10,17,Medium
3.72,105,86,81.75,8,2,9,1,4,1,6,4,6,Medium
3.83,135,51,79.06,5,1,3,3,0,1,6,9,17,Medium
2.86,69,51,89.25,6,3,1,2,2,1,2,8,0,Low
2.64,88,88,64.69,2,6,1,1,5,0,5,9,13,Low
3.16,23,98,87.8,8,2,6,4,5,1,5,9,19,Low
2.74,97,91,69.13,9,7,5,0,2,1,1,4,6,High
3.2,28,93,70.56,3,7,7,4,3,1,8,8,19,High
3.41,140,83,83.64,6,3,7,0,6,0,7,9,6,Medium
3.38,134,91,89.21,6,1,3,4,5,0,1,14,3,High
2.75,120,69,83.34,2,9,7,1,1,1,11,6,4,High
2.33,116,82,94.99,8,5,9,2,8,1,3,14,0,Low
2.86,100,53,64.26,5,2,8,1,5,1,8,2,19,Low
2.29,62,94,95.03,8,8,3,3,1,0,3,10,2,Medium
3.78,114,93,56.54,8,4,5,4,6,1,6,8,12,Medium
2.69,25,60,82.98,3,7,8,2,9,1,4,9,6,High
2.31,86,91,77.38,5,5,2,4,9,0,9,6,5,High
2.05,159,96,74.73,7,3,7,3,3,0,5,3,5,High
3.29,119,54,65.55,5,8,7,3,0,0,0,13,1,Medium
3.27,31,74,75.19,6,2,8,3,9,0,3,11,15,High
2.68,85,98,58.09,2,1,1,1,8,0,4,8,5,High
2.14,21,86,68.47,8,5,8,1,9,0,5,5,7,Medium
2.82,100,83,54.93,5,4,1,2,7,1,5,8,10,Medium
2.62,154,58,78.59,6,7,3,3,4,0,4,3,17,High
3.35,89,55,54.79,1,9,9,1,2,0,2,9,5,Low
3.21,134,67,58.02,2,6,4,0,3,1,10,1,13,High
2.73,107,63,54.27,4,1,9,0,2,1,1,12,14,Low
2.44,25,68,69.07,9,8,1,1,9,1,6,13,10,Low
3.98,46,63,92.1,6,2,8,2,7,0,0,8,14,Medium
2.91,101,89,95.34,8,4,3,4,4,0,11,9,12,Medium
3.38,107,66,53.59,2,3,7,3,7,0,11,11,5,Low
2.28,139,84,81.73,5,6,2,1,0,0,4,13,3,Low
2.97,43,78,84.22,1,2,7,2,8,0,3,3,13,Medium
2.06,121,91,76.69,4,5,7,4,9,1,6,10,12,Low
3.01,53,66,83.35,1,9,9,2,2,1,1,1,9,Medium
3.93,66,92,61.68,9,3,2,4,0,0,10,6,11,High
2.77,43,57,74.48,2,2,8,0,2,0,7,6,7,Medium
2.08,84,50,69.54,7,2,5,4,1,1,8,4,19,Low
2.06,37,94,54.49,3,9,9,0,6,0,11,4,4,Medium
2.78,63,85,81.28,2,6,8,3,9,1,9,7,1,Medium
2.32,95,56,74.76,4,2,3,1,3,1,0,5,19,Medium
2.05,76,95,63.76,7,3,3,0,6,1,4,0,11,Low
3.51,126,54,73.68,7,1,8,2,2,1,3,10,5,Medium
2.92,143,73,88.76,9,2,9,4,5,1,4,13,14,Low
2.58,158,77,90.08,3,2,2,2,6,1,8,11,17,High
3.8,135,92,82.48,7,2,3,0,6,1,11,3,17,Low
2.23,112,66,73.39,6,7,8,2,4,1,2,0,9,Medium
3.91,61,86,78.79,7,3,2,4,5,0,0,4,6,Low
2.63,47,69,69.25,7,4,8,1,2,1,10,4,9,Low
3.78,142,52,56.33,5,2,5,2,3,1,2,3,4,Low
3.21,43,86,69.28,9,5,6,3,5,1,3,14,15,Medium
3.65,155,75,76.52,7,9,4,4,2,1,1,8,18,High
3.97,125,64,79.94,7,9,3,4,6,1,0,7,2,Low
2.58,137,97,96.79,3,7,8,3,2,0,0,13,6,Medium
3.92,72,57,88.87,1,8,9,0,8,1,7,9,18,Low
2.78,151,62,57.6,5,5,8,3,3,0,3,13,11,High
2.77,119,97,58.71,8,5,9,0,1,1,11,2,9,High
2.68,24,52,55.02,5,3,1,1,5,1,1,4,4,High
3.08,68,50,86.91,3,6,5,0,8,0,9,5,1,Low
2.31,117,58,85.31,9,1,7,1,9,0,2,4,2,High
3.11,49,80,99.32,2,3,8,1,9,1,7,7,13,Medium
3.08,91,90,76.1,3,2,2,3,1,1,5,4,14,Low
3.52,122,75,91.32,4,7,4,1,3,0,7,7,19,Medium
3.67,82,66,78.82,1,9,7,0,4,0,9,9,12,High
2.88,45,83,93.7,4,4,5,2,8,1,4,14,16,Medium
2.6,56,58,86.05,4,7,1,4,6,0,2,9,19,Low
2.52,26,62,82.14,9,8,2,4,4,0,5,13,3,High
2.39,146,54,78.26,8,2,5,0,5,0,9,2,18,Medium
2.12,111,90,86.15,2,7,6,2,8,0,7,4,14,Medium
2.68,122,62,70.98,7,3,1,1,3,0,4,3,14,Low
2.54,72,50,54.83,6,8,3,0,1,1,4,12,8,High
3.93,151,74,52.0,7,6,6,1,4,1,2,10,2,Medium
3.12,127,96,73.95,4,3,6,3,6,1,2,5,1,Medium
2.69,131,53,79.96,5,8,7,2,3,1,11,2,6,High
3.16,26,85,53.94,6,3,3,4,0,1,7,11,8,High
2.28,86,59,64.35,9,9,1,0,7,1,10,9,4,High
2.89,127,77,66.1,2,3,7,4,4,0,0,3,16,Low
3.25,130,55,78.14,9,1,3,1,9,0,3,10,2,High
2.98,102,76,63.92,1,2,5,1,1,0,8,3,8,High
2.8,143,61,54.78,4,4,4,3,2,1,5,4,7,Low
3.99,158,97,58.24,5,2,1,1,9,0,5,10,8,High
3.76,123,52,58.7,9,4,7,1,9,0,9,14,16,Medium
3.25,86,95,92.13,6,4,4,4,4,0,10,5,7,Low
3.14,26,82,64.22,4,4,1,4,3,0,10,1,13,High
3.24,129,59,85.73,2,1,6,0,8,0,6,9,15,Medium
2.4,53,80,78.39,5,9,4,0,8,1,10,11,17,Medium
2.79,125,64,98.85,8,7,4,1,7,1,6,7,16,Medium
2.08,77,56,63.64,8,2,2,2,1,0,5,3,6,High
2.95,28,85,57.92,6,3,1,0,4,0,8,6,19,Medium
3.09,67,63,52.6,1,8,3,1,7,1,7,6,14,High
2.46,134,97,62.05,8,7,5,4,7,1,11,11,6,Medium
3.93,60,63,84.2,4,4,9,3,6,0,7,13,1,Medium
3.82,67,52,54.26,2,4,7,4,3,0,1,12,1,High
3.44,44,98,62.24,1,9,4,4,2,1,6,9,6,High
3.07,135,95,92.77,7,5,8,3,7,1,11,10,18,High
3.74,97,99,79.15,2,5,4,4,7,0,0,10,5,Low
2.26,127,52,53.48,4,7,6,0,9,0,9,1,11,High
3.58,44,71,52.38,4,1,1,4,4,1,7,13,14,Medium
2.25,58,68,53.06,1,3,6,3,2,0,2,14,12,Medium
3.59,138,84,97.09,2,2,5,1,4,1,10,6,6,Medium
2.55,98,61,92.49,1,6,2,1,3,0,8,11,6,High
3.75,99,54,92.25,6,6,1,1,7,0,4,0,14,High
3.89,46,59,96.21,3,1,6,3,1,1,6,11,3,Low
2.3,123,90,75.26,1,6,2,3,7,0,6,13,2,High
2.93,93,82,62.37,8,2,9,0,9,0,8,1,0,High
3.96,87,62,70.07,4,4,9,3,5,1,1,4,6,Low
2.97,47,84,85.94,7,6,1,1,3,1,3,7,8,Low
3.73,142,81,93.8,2,3,5,3,2,1,11,11,0,Low
3.18,157,60,71.75,6,3,8,2,9,0,7,6,4,Low
2.75,102,97,76.77,6,3,4,4,4,1,4,2,14,Medium
2.57,49,87,96.59,7,4,3,0,5,1,10,12,3,High
2.41,41,73,55.37,1,9,5,1,0,1,4,9,9,High
3.52,22,84,93.11,1,4,5,1,0,1,2,14,1,High
2.77,120,68,57.97,2,4,8,2,9,0,4,8,6,Medium
3.02,124,55,74.19,2,4,6,0,2,1,6,11,18,Low
2.98,21,89,60.92,5,7,2,4,1,0,3,12,5,Low
3.15,73,94,80.15,1,5,1,0,0,0,7,4,14,Low
3.73,25,93,77.93,2,2,3,0,7,1,10,2,19,Low
3.96,126,91,69.0,6,7,2,1,0,1,5,6,11,Low
2.82,142,84,93.17,3,3,4,3,9,1,5,3,10,Low
3.66,21,53,82.99,4,1,3,4,7,0,5,0,2,Low
3.53,130,82,86.06,1,9,9,0,4,1,3,4,19,Low
3.15,21,62,57.53,5,5,5,2,3,1,2,10,16,Low
3.91,112,85,94.16,4,1,4,1,7,1,9,7,6,Medium
2.4,120,92,58.35,8,1,9,3,7,0,5,14,17,Medium
2.22,116,68,61.14,3,1,4,3,7,1,5,11,16,Medium
3.71,130,92,56.4,1,9,6,1,2,0,1,3,15,Low
2.88,25,61,72.02,5,8,1,0,7,0,9,14,1,Medium
3.69,146,60,94.39,1,6,2,1,0,0,8,6,4,Low
3.79,123,55,62.62,5,6,4,3,3,1,3,14,12,High
2.12,20,61,68.69,9,6,9,3,4,1,3,7,10,Medium
3.77,52,76,92.3,5,4,6,2,5,0,9,8,0,High
2.9,59,90,80.89,2,5,6,2,4,1,11,10,2,Low
3.02,51,74,87.58,2,3,9,3,4,0,10,14,17,Medium
3.25,36,91,60.7,9,3,4,2,4,1,11,8,3,Low
3.85,145,52,85.82,5,7,3,2,8,1,11,4,8,Medium
